station,Date,Time,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l),label
Station3,14-04-2022,12:20:00,39.019904,5.28406,0.062118,33.20596664,6.064344,55.0914,0.7551418,0
Station3,14-04-2022,12:40:00,2.549596,4.51767,0.155295,33.503778,6.43188,31.960075,0.7338702,0
Station3,14-04-2022,13:00:00,30.151744,5.50897,0.1018045,33.58886696,7.075068,51.5599,0.7551418,0
Station3,14-04-2022,13:20:00,43.675688,7.33238,0.2501975,33.64204756,6.248112,33.1961,0.7551418,0
Station3,14-04-2022,13:40:00,29.819188,7.28164,0.1121575,33.7165004,7.718256,45.2032,0.7019628,0
Station3,14-04-2022,14:00:00,20.175064,6.70744,0.0638435,33.85476996,6.339996,53.6788,0.7019628,0
Station3,14-04-2022,14:20:00,18.512284,5.37724,0.2432955,33.62077532,6.339996,53.855375,0.797685,0
Station3,14-04-2022,14:40:00,4.43408,6.81721,0.037961,33.58886696,6.983184,48.0284,0.6594196,0
Station3,14-04-2022,15:00:00,31.481968,5.05848,0.1811775,33.56759472,6.523764,34.25555,0.7019628,0
Station3,14-04-2022,15:20:00,30.816856,6.35574,0.134589,33.42932516,6.615648,64.803025,0.7019628,0
Station3,14-04-2022,15:40:00,42.012908,7.22626,0.0396865,33.3974168,7.166952,45.55635,0.6487838,0
Station3,14-04-2022,16:00:00,2.993004,5.00757,0.293335,33.3974168,6.707532,35.315,0.6594196,0
Station3,14-04-2022,16:20:00,21.948696,4.56233,0.1811775,33.37614456,7.626372,53.32565,0.744506,0
Station3,14-04-2022,16:40:00,17.625468,4.69741,0.1846285,33.1846944,6.615648,42.02485,0.7551418,0
Station3,14-04-2022,17:00:00,31.481968,4.67831,0.186354,33.1846944,6.248112,60.565225,0.7019628,0
Station3,14-04-2022,17:20:00,43.897392,5.92725,0.072471,33.1315138,6.156228,58.6229,0.797685,0
Station3,14-04-2022,17:40:00,27.491296,5.6307,0.0603925,33.11024156,6.707532,30.547475,0.6806912,0
Station3,14-04-2022,18:00:00,25.939368,5.24204,0.0431375,32.5465272,7.534488,41.495125,0.7870492,0
Station3,14-04-2022,18:20:00,20.618472,5.88178,0.0983535,32.36571316,7.075068,54.73825,0.7125986,0
Station3,14-04-2022,18:40:00,23.168068,6.60139,0.1604715,32.3338048,7.258836,35.66815,0.7764134,0
Station3,14-04-2022,19:00:00,41.791204,6.33416,0.106981,32.20617136,7.166952,44.14375,0.7338702,0
Station3,14-04-2022,19:20:00,40.350128,6.63442,0.182903,31.99344896,6.615648,37.78705,0.744506,0
Station3,14-04-2022,19:40:00,38.7982,7.33142,0.075922,31.98281284,6.615648,41.495125,0.7232344,0
Station3,14-04-2022,20:00:00,26.937036,5.50109,0.1432165,31.75945432,6.156228,48.204975,0.691327,0
Station3,14-04-2022,20:20:00,31.149412,6.03969,0.0880005,31.7488182,7.718256,34.6087,0.6594196,0
Station3,14-04-2022,20:40:00,14.632464,4.67302,0.0983535,31.68500148,6.523764,49.264425,0.6700554,0
Station3,14-04-2022,21:00:00,26.493628,7.28985,0.055216,31.38719012,6.615648,61.80125,0.797685,0
Station3,14-04-2022,21:20:00,32.368784,6.52328,0.1087065,31.30210116,7.442604,40.2591,0.7338702,0
Station3,14-04-2022,21:40:00,20.50762,4.94085,0.058667,30.94047308,5.97246,55.44455,0.7232344,0
Station3,14-04-2022,22:00:00,24.165736,7.1996,0.2847075,30.90856472,7.718256,48.38155,0.638148,0
Station3,14-04-2022,22:20:00,15.075872,7.14217,0.193256,30.86602024,7.626372,32.13665,0.7870492,0
Station3,14-04-2022,22:40:00,6.761972,7.46251,0.2674525,30.75965904,6.339996,75.750675,0.691327,0
Station3,14-04-2022,23:00:00,39.130756,5.12881,0.2812565,30.6852062,7.718256,36.37445,0.7232344,0
Station3,14-04-2022,23:20:00,23.389772,6.62066,0.248472,30.54693664,6.43188,52.2662,0.6700554,0
Station3,14-04-2022,23:40:00,28.156408,5.32917,0.1363145,30.46184768,6.339996,43.43745,0.7764134,0
Station3,14-04-2022,00:00:00,18.179728,5.47937,0.217413,30.06831124,6.983184,48.911275,0.638148,0
Station3,14-04-2022,00:20:00,1.219372,5.06895,0.124236,30.00449452,7.166952,50.677025,0.797685,0
Station3,14-04-2022,00:40:00,4.101524,7.06168,0.151844,29.9406778,6.799416,61.80125,0.638148,0
Station3,14-04-2022,01:00:00,3.658116,4.51324,0.2156875,29.93004168,5.97246,37.610475,0.7657776,0
Station3,14-04-2022,01:20:00,13.8565,6.24414,0.2916095,29.75986376,6.615648,49.79415,0.7232344,0
Station3,14-04-2022,01:40:00,11.306904,5.1285,0.1639225,29.68541092,7.075068,66.03905,0.6594196,0
Station3,14-04-2022,02:00:00,21.948696,4.52204,0.100079,29.64286644,6.983184,64.9796,0.7764134,0
Station3,14-04-2022,02:20:00,37.357124,6.42875,0.1294125,29.43014404,7.442604,54.914825,0.7551418,0
Station3,14-04-2022,02:40:00,33.80986,5.17915,0.1535695,29.38759956,7.534488,62.1544,0.7232344,0
Station3,14-04-2022,03:00:00,11.417756,5.44951,0.117334,29.3556912,7.075068,53.149075,0.6700554,0
Station3,14-04-2022,03:20:00,4.212376,4.50168,0.155295,29.31314672,7.81014,78.575875,0.7232344,0
Station3,14-04-2022,03:40:00,11.306904,4.63982,0.1811775,29.21742164,6.339996,40.788825,0.7551418,0
Station3,14-04-2022,04:00:00,42.234612,7.12151,0.2156875,29.15360492,6.064344,63.037275,0.6700554,0
Station3,14-04-2022,04:20:00,38.465644,4.88521,0.2087855,29.12169656,7.075068,51.030175,0.638148,0
Station3,14-04-2022,04:40:00,6.09686,4.9082,0.2363935,28.86642968,7.718256,74.691225,0.7870492,0
Station3,14-04-2022,05:00:00,13.523944,7.42868,0.148393,28.72816012,7.442604,67.628225,0.6594196,0
Station3,14-04-2022,05:20:00,1.995336,6.60103,0.1018045,28.7707046,6.339996,47.3221,0.7657776,0
Station3,14-04-2022,05:40:00,16.849504,7.12471,0.082824,28.86642968,7.534488,60.918375,0.6487838,0
Station3,14-04-2022,06:00:00,8.092196,5.07397,0.03451,28.91961028,7.81014,68.15795,0.6700554,0
Station3,14-04-2022,06:20:00,7.981344,5.71949,0.1501185,29.31314672,5.97246,37.610475,0.7764134,0
Station3,14-04-2022,06:40:00,17.625468,5.29465,0.1604715,29.5684136,7.626372,51.383325,0.6700554,0
Station3,14-04-2022,07:00:00,32.479636,6.96104,0.2018835,30.02576676,6.156228,73.4552,0.7232344,0
Station3,14-04-2022,07:20:00,25.163404,7.1295,0.279531,30.2597614,6.523764,37.257325,0.7870492,0
Station3,15-04-2022,07:40:00,11.306904,6.52475,0.245021,30.71711456,7.81014,31.43035,0.7870492,0
Station3,15-04-2022,08:00:00,16.07354,6.75647,0.224315,30.75965904,6.983184,75.044375,0.638148,0
Station3,15-04-2022,08:20:00,17.625468,7.14255,0.1949815,30.844748,6.156228,32.84295,0.7657776,0
Station3,15-04-2022,08:40:00,38.576496,5.71196,0.1639225,31.20637608,6.8913,77.693,0.7870492,0
Station3,15-04-2022,09:00:00,37.68968,6.54233,0.2501975,31.51482356,7.166952,49.264425,0.6487838,0
Station3,15-04-2022,09:20:00,43.78654,5.46415,0.075922,31.61054864,6.707532,61.4481,0.7764134,0
Station3,15-04-2022,09:40:00,1.551928,7.46169,0.151844,31.90836,7.626372,44.673475,0.6700554,0
Station3,15-04-2022,10:00:00,13.080536,6.4426,0.1742755,31.91899612,7.534488,67.275075,0.7657776,0
Station3,15-04-2022,10:20:00,20.840176,6.9642,0.0569415,32.34444092,6.248112,59.68235,0.6806912,0
Station3,15-04-2022,10:40:00,20.50762,4.56472,0.082824,32.36571316,6.8913,50.677025,0.6594196,0
Station3,15-04-2022,11:00:00,21.172732,4.59373,0.1363145,32.41889376,6.615648,36.37445,0.797685,0
Station3,15-04-2022,11:20:00,35.805196,5.13358,0.2812565,32.440166,7.534488,79.1056,0.6594196,0
Station3,15-04-2022,11:40:00,33.477304,5.79005,0.0603925,32.440166,6.8913,42.378,0.638148,0
Station3,15-04-2022,12:00:00,34.142416,6.33863,0.282982,32.971972,6.983184,71.3363,0.6487838,0
Station3,15-04-2022,12:20:00,24.38744,6.94147,0.089726,32.971972,6.156228,67.0985,0.7764134,0
Station3,15-04-2022,12:40:00,35.583492,5.45779,0.1949815,33.05706096,6.156228,33.9024,0.6806912,0
Station3,15-04-2022,13:00:00,6.318564,5.31227,0.0500395,33.14214992,5.97246,35.138425,0.7232344,0
Station3,15-04-2022,13:20:00,42.899724,7.40375,0.1604715,33.26978336,6.983184,62.8607,0.7870492,0
Station3,15-04-2022,13:40:00,3.32556,6.81376,0.2053345,33.88667832,7.534488,36.7276,0.6594196,0
Station3,15-04-2022,14:00:00,15.962688,6.68677,0.075922,33.53568636,7.442604,57.56345,0.7657776,0
Station3,15-04-2022,14:20:00,0.997668,5.52734,0.0500395,33.53568636,6.707532,69.2174,0.6700554,0
Station3,15-04-2022,14:40:00,11.417756,6.98004,0.1811775,33.37614456,7.258836,30.3709,0.744506,0
Station3,15-04-2022,15:00:00,0.55426,6.18082,0.051765,33.36550844,7.075068,36.37445,0.7019628,0
Station3,15-04-2022,15:20:00,14.521612,5.59224,0.217413,33.35487232,6.156228,56.504,0.744506,0
Station3,15-04-2022,15:40:00,43.897392,5.22411,0.110432,33.237875,6.983184,31.43035,0.6487838,0
Station3,15-04-2022,16:00:00,40.46098,4.65929,0.200158,33.09960544,7.075068,36.0213,0.6806912,0
Station3,15-04-2022,16:20:00,3.436412,6.40565,0.0327845,32.72734124,6.707532,52.795925,0.7764134,0
Station3,15-04-2022,16:40:00,34.91838,6.88183,0.231217,32.71670512,6.8913,31.43035,0.6700554,0
Station3,15-04-2022,17:00:00,4.655784,5.03502,0.227766,32.55716332,6.615648,72.572325,0.7657776,0
Station3,15-04-2022,17:20:00,10.087532,5.67329,0.2294915,32.48271048,6.339996,68.5111,0.7551418,0
Station3,15-04-2022,17:40:00,41.791204,5.43551,0.0845495,32.45080212,6.983184,65.156175,0.7019628,0
Station3,15-04-2022,18:00:00,35.361788,4.57428,0.2053345,32.29126032,7.258836,66.921925,0.7764134,0
Station3,15-04-2022,18:20:00,34.253268,6.19808,0.1294125,32.2274436,7.718256,57.2103,0.7657776,0
Station3,15-04-2022,18:40:00,7.427084,5.39917,0.210511,32.174263,7.718256,34.6087,0.7551418,0
Station3,15-04-2022,19:00:00,32.590488,6.81382,0.2225895,32.08917404,6.248112,41.6717,0.7551418,0
Station3,15-04-2022,19:20:00,14.854168,4.59016,0.258825,31.99344896,6.8913,53.149075,0.6806912,0
Station3,15-04-2022,19:40:00,0.886816,7.20815,0.2087855,31.86581552,6.064344,48.7347,0.6487838,0
Station3,15-04-2022,20:00:00,37.024568,5.97421,0.251923,31.79136268,7.81014,42.73115,0.6487838,0
Station3,15-04-2022,20:20:00,14.96502,6.23366,0.0638435,31.6956376,6.8913,52.61935,0.744506,0
Station3,15-04-2022,20:40:00,8.203048,4.84604,0.251923,31.65309312,6.43188,38.1402,0.7019628,0
Station3,15-04-2022,21:00:00,39.463312,4.87354,0.1673735,31.642457,7.442604,56.327425,0.7019628,0
Station3,15-04-2022,21:20:00,37.357124,5.66587,0.279531,31.57864028,5.97246,39.5528,0.7551418,0
Station3,15-04-2022,21:40:00,6.761972,4.55928,0.0362355,31.36591788,6.8913,38.49335,0.6594196,0
Station3,15-04-2022,22:00:00,22.059548,6.4901,0.147101,30.99365368,6.707532,31.960075,0.7764134,0
Station3,15-04-2022,22:20:00,27.934704,7.11864,0.1280644,30.92983696,7.258836,52.795925,0.7764134,0
Station3,15-04-2022,22:40:00,1.219372,5.45585,0.2284392,30.87665636,7.35072,51.736475,0.6594196,0
Station3,15-04-2022,23:00:00,21.283584,5.3709,0.2907408,30.50439216,6.248112,61.80125,0.7551418,0
Station3,15-04-2022,23:20:00,24.609144,5.74375,0.1661376,30.4724838,7.718256,49.08785,0.6700554,0
Station3,15-04-2022,23:40:00,2.993004,6.9986,0.129795,30.21721692,7.258836,54.3851,0.6806912,0
Station3,15-04-2022,00:00:00,7.75964,5.58948,0.2284392,30.70647844,5.97246,49.08785,0.7551418,0
Station3,15-04-2022,00:20:00,43.343132,7.02205,0.294202,30.65329784,7.442604,34.25555,0.638148,0
Station3,15-04-2022,00:40:00,10.198384,4.74853,0.1747906,30.5256644,6.43188,61.4481,0.7125986,0
Station3,15-04-2022,01:00:00,35.47264,4.64255,0.285549,30.37675872,7.534488,60.212075,0.6487838,0
Station3,15-04-2022,01:20:00,27.602148,6.75468,0.2197862,30.29166976,7.35072,53.6788,0.7657776,0
Station3,15-04-2022,01:40:00,9.644124,6.36801,0.2457452,30.22785304,6.523764,49.79415,0.6487838,0
Station3,15-04-2022,02:00:00,15.075872,6.00986,0.0449956,30.1002196,7.534488,74.8678,0.7338702,0
Station3,15-04-2022,02:20:00,21.06188,5.61015,0.0917218,29.79177212,6.339996,45.732925,0.691327,0
Station3,15-04-2022,02:40:00,2.438744,4.90369,0.1072972,29.77049988,7.258836,33.372675,0.7764134,0
Station3,15-04-2022,03:00:00,22.502956,7.13142,0.0726852,29.65350256,7.81014,70.27685,0.7551418,0
Station3,15-04-2022,03:20:00,16.849504,5.65208,0.129795,29.55777748,7.534488,38.1402,0.7125986,0
Station3,15-04-2022,03:40:00,21.06188,5.25967,0.2267086,29.515233,6.799416,54.03195,0.7019628,0
Station3,15-04-2022,04:00:00,20.618472,6.18594,0.2388228,29.36632732,5.97246,73.278625,0.7338702,0
Station3,15-04-2022,04:20:00,14.189056,7.33358,0.0501874,29.1961494,6.43188,43.614025,0.7764134,0
Station3,15-04-2022,04:40:00,27.713,4.9259,0.2613206,28.8238852,6.064344,35.844725,0.7232344,0
Station3,15-04-2022,05:00:00,39.019904,4.72179,0.2699736,28.80261296,6.799416,44.14375,0.6594196,0
Station3,15-04-2022,05:20:00,31.703672,6.5589,0.294202,30.2597614,6.799416,64.9796,0.7019628,0
Station3,15-04-2022,05:40:00,25.606812,5.56548,0.1765212,30.30230588,7.166952,32.313225,0.6487838,0
Station3,15-04-2022,06:00:00,34.807528,7.00185,0.095183,30.55757276,6.8913,31.606925,0.7551418,0
Station3,15-04-2022,06:20:00,24.38744,5.31046,0.1401786,30.90856472,7.075068,59.152625,0.7870492,0
Station3,15-04-2022,06:40:00,25.939368,7.08763,0.1574846,31.23828444,6.983184,73.80835,0.7551418,0
Station3,15-04-2022,07:00:00,25.828516,4.86658,0.0847994,31.35528176,7.626372,77.163275,0.691327,0
Station3,15-04-2022,07:20:00,27.15874,7.25672,0.0986442,31.45100684,7.166952,48.204975,0.6700554,0
Station3,16-04-2022,07:40:00,10.309236,7.49568,0.0398038,31.4829152,7.258836,38.49335,0.6806912,0
Station3,16-04-2022,08:00:00,32.257932,7.25058,0.25959,31.56800416,7.534488,57.740025,0.7338702,0
Station3,16-04-2022,08:20:00,7.427084,4.8518,0.08653,31.57864028,5.97246,63.037275,0.6806912,0
Station3,16-04-2022,08:40:00,32.70134,5.62787,0.0363426,31.75945432,6.8913,72.572325,0.7764134,0
Station3,16-04-2022,09:00:00,42.67802,7.22922,0.2042108,31.79136268,7.81014,41.495125,0.7657776,0
Station3,16-04-2022,09:20:00,2.660448,5.74308,0.0744158,32.18489912,7.718256,38.669925,0.7125986,0
Station3,16-04-2022,09:40:00,8.646456,5.23091,0.0553792,32.46143824,6.156228,42.201425,0.7338702,0
Station3,16-04-2022,10:00:00,25.052552,5.16831,0.1626764,32.83370244,7.442604,67.8048,0.6487838,0
Station3,16-04-2022,10:20:00,42.788872,6.53964,0.1972884,32.87624692,6.615648,40.2591,0.744506,0
Station3,16-04-2022,10:40:00,42.12376,4.7373,0.2232474,33.04642484,6.523764,66.3922,0.744506,0
Station3,16-04-2022,11:00:00,6.761972,4.87592,0.190366,33.12087768,7.81014,40.61225,0.7125986,0
Station3,16-04-2022,11:20:00,43.897392,4.77198,0.1661376,33.20596664,6.339996,55.44455,0.6806912,0
Station3,16-04-2022,11:40:00,23.611476,4.86118,0.2561288,33.22723888,7.166952,57.56345,0.7232344,0
Station3,16-04-2022,12:00:00,29.708336,6.85166,0.17306,33.3974168,6.615648,72.925475,0.6700554,0
Station3,16-04-2022,12:20:00,22.835512,6.48029,0.1055666,33.47186964,7.534488,35.844725,0.6594196,0
Station3,16-04-2022,12:40:00,7.427084,4.72251,0.2492064,33.51441412,6.615648,77.33985,0.6806912,0
Station3,16-04-2022,13:00:00,8.424752,6.48972,0.1090278,33.58886696,7.81014,67.8048,0.6700554,0
Station3,16-04-2022,13:20:00,42.234612,5.40691,0.0328814,33.68459204,7.442604,66.921925,0.6700554,0
Station3,16-04-2022,13:40:00,27.713,5.32912,0.060571,33.84413384,7.35072,36.0213,0.7125986,0
Station3,16-04-2022,14:00:00,31.260264,5.01621,0.1869048,33.88667832,7.626372,71.68945,0.6806912,0
Station3,16-04-2022,14:20:00,12.304572,5.24644,0.294202,33.8228616,7.35072,61.977825,0.7870492,0
Station3,16-04-2022,14:40:00,29.37578,5.78413,0.1799824,33.80158936,7.166952,30.900625,0.6487838,0
Station3,16-04-2022,15:00:00,13.413092,7.34824,0.2319004,33.65268368,6.799416,79.282175,0.6594196,0
Station3,16-04-2022,15:20:00,28.599816,6.374,0.2907408,33.53568636,7.718256,31.43035,0.744506,0
Station3,16-04-2022,15:40:00,19.066544,4.63373,0.0501874,33.49314188,7.166952,46.792375,0.797685,0
Station3,16-04-2022,16:00:00,40.46098,5.55371,0.0380732,33.49314188,7.075068,52.9725,0.7019628,0
Station3,16-04-2022,16:20:00,22.059548,6.64681,0.1626764,33.36550844,6.799416,72.572325,0.797685,0
Station3,16-04-2022,16:40:00,37.357124,4.78016,0.034612,33.16342216,7.81014,39.023075,0.6487838,0
Station3,16-04-2022,17:00:00,1.884484,6.60767,0.2319004,33.11024156,7.258836,66.74535,0.691327,0
Station3,16-04-2022,17:20:00,27.823852,5.07307,0.121142,32.92942752,6.156228,66.921925,0.7232344,0
Station3,16-04-2022,17:40:00,5.875156,7.13598,0.2440146,32.90815528,7.35072,67.981375,0.7657776,0
Station3,16-04-2022,18:00:00,32.479636,6.66464,0.1280644,32.88688304,6.707532,34.785275,0.6806912,0
Station3,16-04-2022,18:20:00,17.403764,6.07941,0.0796076,32.85497468,7.35072,49.08785,0.7551418,0
Station3,16-04-2022,18:40:00,4.544932,4.78058,0.0571098,32.69543288,6.615648,74.8678,0.6594196,0
Station3,16-04-2022,19:00:00,42.788872,7.09443,0.0623016,32.58907168,6.799416,63.037275,0.7764134,0
Station3,16-04-2022,19:20:00,28.378112,7.49266,0.2405534,32.52525496,7.35072,67.0985,0.744506,0
Station3,16-04-2022,19:40:00,30.040892,7.24503,0.199019,32.40825764,7.35072,48.38155,0.7764134,0
Station3,16-04-2022,20:00:00,2.549596,6.98597,0.2353616,32.39762152,6.615648,64.9796,0.7019628,0
Station3,16-04-2022,20:20:00,0.221704,4.59644,0.1349868,32.2806242,6.064344,60.0355,0.7551418,0
Station3,16-04-2022,20:40:00,25.939368,6.97307,0.2838184,32.05726568,6.156228,31.960075,0.6700554,0
Station3,16-04-2022,21:00:00,33.477304,6.12943,0.069224,32.03599344,6.43188,40.435675,0.6594196,0
Station3,16-04-2022,21:20:00,37.024568,6.00422,0.0917218,31.90836,7.81014,67.8048,0.691327,0
Station3,16-04-2022,21:40:00,4.43408,6.78883,0.1886354,31.88708776,6.523764,67.45165,0.7232344,0
Station3,16-04-2022,22:00:00,19.731656,6.57223,0.2699736,31.72754596,6.523764,69.2174,0.7232344,0
Station3,16-04-2022,22:20:00,35.916048,6.22031,0.0917218,31.6956376,7.534488,48.0284,0.7125986,0
Station3,16-04-2022,22:40:00,41.5695,5.74986,0.1332562,31.49355132,6.8913,73.631775,0.7232344,0
Station3,16-04-2022,23:00:00,30.040892,7.34025,0.138448,31.40846236,6.615648,43.967175,0.7764134,0
Station3,16-04-2022,23:20:00,20.840176,6.28051,0.060571,31.1638316,5.97246,34.785275,0.7019628,0
Station3,16-04-2022,23:40:00,34.585824,6.37032,0.0830688,30.80220352,7.81014,39.376225,0.6700554,0
Station3,16-04-2022,00:00:00,43.78654,4.8386,0.2630512,30.3661226,6.43188,33.54925,0.7019628,0
Station3,16-04-2022,00:20:00,32.257932,5.83996,0.2405534,30.29166976,6.707532,74.8678,0.797685,0
Station3,16-04-2022,00:40:00,17.625468,6.41554,0.0899912,30.27039752,6.983184,53.6788,0.6806912,0
Station3,16-04-2022,01:00:00,5.875156,5.49002,0.207672,30.21721692,7.258836,42.201425,0.691327,0
Station3,16-04-2022,01:20:00,14.299908,6.03522,0.1834436,30.2065808,6.983184,59.152625,0.7657776,0
Station3,16-04-2022,01:40:00,4.98834,6.88112,0.0363426,30.047039,5.97246,73.10205,0.691327,0
Station3,16-04-2022,02:00:00,35.361788,4.65311,0.1782518,29.91940556,7.81014,66.74535,0.6700554,0
Station3,16-04-2022,02:20:00,43.23228,6.22602,0.285549,29.81304436,6.615648,61.4481,0.6700554,0
Station3,16-04-2022,02:40:00,23.611476,5.66024,0.2838184,29.64286644,7.35072,38.8465,0.7657776,0
Station3,16-04-2022,03:00:00,20.396768,5.88463,0.0328814,29.55777748,7.534488,42.73115,0.7551418,0
Station3,16-04-2022,03:20:00,34.031564,7.48909,0.1315256,29.32378284,7.258836,42.378,0.6487838,0
Station3,16-04-2022,03:40:00,9.089864,4.54831,0.250937,29.23869388,6.707532,48.204975,0.638148,0
Station3,16-04-2022,04:00:00,33.033896,4.9346,0.2128638,29.1961494,7.718256,70.806575,0.6594196,0
Station3,16-04-2022,04:20:00,16.406096,5.98248,0.2630512,29.17487716,7.718256,73.278625,0.6594196,0
Station3,16-04-2022,04:40:00,29.819188,7.04185,0.1920966,28.79197684,6.064344,79.8119,0.7764134,0
Station3,16-04-2022,05:00:00,8.424752,6.09294,0.0449956,28.73879624,6.615648,66.3922,0.638148,0
Station3,16-04-2022,05:20:00,30.262596,6.01883,0.2630512,29.96195004,7.258836,40.082525,0.7019628,0
Station3,16-04-2022,05:40:00,5.986008,5.10942,0.2128638,30.02576676,6.799416,48.7347,0.6594196,0
Station3,16-04-2022,06:00:00,0.775964,5.08831,0.1713294,30.1002196,6.339996,68.15795,0.7019628,0
Station3,16-04-2022,06:20:00,40.682684,4.58564,0.1765212,30.18530856,7.258836,66.3922,0.797685,0
Station3,16-04-2022,06:40:00,2.660448,5.9596,0.0899912,30.312942,6.43188,42.378,0.7125986,0
Station3,16-04-2022,07:00:00,0.221704,5.96099,0.129795,30.33421424,7.258836,55.44455,0.6487838,0
Station3,16-04-2022,07:20:00,0.775964,4.69813,0.2561288,30.48311992,7.81014,59.858925,0.744506,0
Station3,17-04-2022,07:40:00,42.67802,6.58667,0.0363426,30.50439216,6.80238,65.862475,0.6806912,0
Station3,17-04-2022,08:00:00,14.96502,6.76966,0.2526676,30.77029516,6.88636,48.38155,0.7764134,0
Station3,17-04-2022,08:20:00,21.283584,5.53427,0.1661376,30.83411188,5.62666,49.264425,0.6594196,0
Station3,17-04-2022,08:40:00,10.087532,5.96238,0.1886354,31.10001488,6.88636,71.866025,0.7019628,0
Station3,17-04-2022,09:00:00,18.068876,6.98207,0.2215168,31.44037072,6.46646,50.50045,0.638148,0
Station3,17-04-2022,09:20:00,36.802864,5.00771,0.207672,31.47227908,5.54268,64.449875,0.7338702,0
Station3,17-04-2022,09:40:00,20.175064,6.53517,0.2561288,31.47227908,5.96258,38.1402,0.7551418,0
Station3,17-04-2022,10:00:00,32.368784,6.24152,0.2803572,31.92963224,5.8786,63.21385,0.6487838,0
Station3,17-04-2022,10:20:00,30.040892,6.82879,0.1626764,32.05726568,6.55044,47.498675,0.797685,0
Station3,17-04-2022,10:40:00,43.23228,5.92926,0.155754,32.16362688,6.46646,40.2591,0.6700554,0
Station3,17-04-2022,11:00:00,26.715332,4.67573,0.0709546,32.35507704,6.21452,34.6087,0.7019628,0
Station3,17-04-2022,11:20:00,8.203048,5.42767,0.0449956,32.48271048,5.62666,56.504,0.6806912,0
Station3,17-04-2022,11:40:00,18.512284,5.17883,0.1851742,32.50398272,6.80238,47.67525,0.7125986,0
Station3,17-04-2022,12:00:00,5.320896,5.60134,0.1938272,32.83370244,6.97034,31.7835,0.7125986,0
Station3,17-04-2022,12:20:00,1.66278,4.54482,0.2578594,32.87624692,6.7184,47.67525,0.6594196,0
Station3,17-04-2022,12:40:00,12.637128,6.81915,0.0467262,32.95069976,6.38248,44.85005,0.7125986,0
Station3,17-04-2022,13:00:00,36.913716,5.37388,0.0536486,33.43996128,6.38248,43.43745,0.7019628,0
Station3,17-04-2022,13:20:00,12.415424,4.87905,0.2820878,33.769681,6.21452,48.38155,0.638148,0
Station3,17-04-2022,13:40:00,25.052552,5.25669,0.285549,33.91858668,6.38248,34.96185,0.6594196,0
Station3,17-04-2022,14:00:00,30.373448,6.25226,0.2388228,33.79095324,7.05432,53.149075,0.7232344,0
Station3,17-04-2022,14:20:00,36.470308,7.05046,0.2751654,33.57823084,6.46646,48.38155,0.6700554,0
Station3,17-04-2022,14:40:00,9.865828,6.78205,0.2353616,33.53568636,5.62666,52.61935,0.6487838,0
Station3,17-04-2022,15:00:00,20.175064,4.78982,0.2578594,33.17405828,7.1383,41.495125,0.6700554,0
Station3,17-04-2022,15:20:00,18.29058,6.23788,0.2717042,33.03578872,5.71064,45.2032,0.6594196,0
Station3,17-04-2022,15:40:00,17.071208,6.71493,0.0398038,33.01451648,5.62666,47.145525,0.744506,0
Station3,17-04-2022,16:00:00,26.382776,6.60571,0.2111332,32.71670512,5.71064,66.568775,0.691327,0
Station3,17-04-2022,16:20:00,11.972016,6.545,0.2613206,32.32316868,6.21452,64.62645,0.6700554,0
Station3,17-04-2022,16:40:00,29.043224,4.84978,0.077877,32.20617136,6.21452,79.45875,0.7125986,0
Station3,17-04-2022,17:00:00,10.309236,6.9373,0.147101,32.11044628,7.05432,64.9796,0.6487838,0
Station3,17-04-2022,17:20:00,37.13542,4.70786,0.1747906,32.11044628,6.55044,46.792375,0.638148,0
Station3,17-04-2022,17:40:00,19.620804,5.63607,0.2301698,31.92963224,7.05432,58.446325,0.6487838,0
Station3,17-04-2022,18:00:00,37.68968,7.21793,0.0934524,31.84454328,5.4587,74.51465,0.7764134,0
Station3,17-04-2022,18:20:00,42.567168,7.11511,0.2145944,31.79136268,6.46646,54.73825,0.638148,0
Station3,17-04-2022,18:40:00,28.932372,6.12423,0.164407,31.79136268,5.79462,79.635325,0.6806912,0
Station3,17-04-2022,19:00:00,44.119096,7.49321,0.095183,31.6956376,6.04656,74.691225,0.6806912,0
Station3,17-04-2022,19:20:00,22.946364,4.84396,0.1747906,31.63182088,6.13054,61.4481,0.6806912,0
Station3,17-04-2022,19:40:00,8.3139,5.84246,0.0640322,31.62118476,6.46646,39.19965,0.7232344,0
Station3,17-04-2022,20:00:00,39.35246,4.94923,0.2301698,31.45100684,6.7184,50.50045,0.7019628,0
Station3,17-04-2022,20:20:00,2.882152,5.63653,0.08653,31.376554,7.1383,37.4339,0.6700554,0
Station3,17-04-2022,20:40:00,42.567168,5.09295,0.1920966,31.01492592,5.54268,34.078975,0.7657776,0
Station3,17-04-2022,21:00:00,32.590488,6.15605,0.2388228,31.01492592,6.04656,46.6158,0.691327,0
Station3,17-04-2022,21:20:00,42.899724,6.72789,0.1851742,30.82347576,6.80238,68.15795,0.7338702,0
Station3,17-04-2022,21:40:00,37.68968,5.90181,0.2301698,30.81283964,5.54268,31.7835,0.7657776,0
Station3,17-04-2022,22:00:00,34.253268,6.37576,0.2803572,30.81283964,6.7184,42.907725,0.797685,0
Station3,17-04-2022,22:20:00,35.029232,4.72904,0.1419092,30.75965904,7.05432,73.80835,0.6806912,0
