Station,Date,NITRATE(PPM),PH,AMMONIA(mg/l),TEMP,DO,TURBIDITY,MANGANESE(mg/l)
station3,15-03-2022 12:19,50.1,8.3,0.8,22.2,4.9,261.6,1.47
station3,15-03-2022 12:39,84.8,8.8,1,28.41,2.9,92.3,1.79
station3,15-03-2022 12:59,59.3,8.4,0.8,23.16,3.9,290.5,1.5
station3,15-03-2022 13:19,82.9,7.8,0.2,33.22,5,235.2,1.78
station3,15-03-2022 13:39,33.3,6.7,0.3,23.63,1.2,160.2,0.88
station3,15-03-2022 13:59,63.9,7.6,0.5,30.41,3.7,257,1.38
station3,15-03-2022 14:19,96.9,7.5,0.2,27.65,6.1,170.5,1.53
station3,15-03-2022 14:39,60.9,9.1,0.9,22.93,5.6,109.7,1.24
station3,15-03-2022 14:59,89.1,8.4,0.9,39.64,5,112,1.29
station3,15-03-2022 15:19,41.9,7.4,1,25.37,1.5,165,1.2
station3,15-03-2022 15:39,75.7,7.7,0.8,33.71,2.1,109.8,1.26
station3,15-03-2022 15:59,42.2,6.5,1,37.54,1.6,107.9,0.87
station3,15-03-2022 16:19,78.4,8.3,0.3,27.99,1.1,289.5,1.38
station3,15-03-2022 16:39,80,6.8,0.9,26.65,5.2,283.6,1.04
station3,15-03-2022 16:59,57,8.5,1,30.15,2.4,133.1,1.18
station3,15-03-2022 17:19,48.4,9.2,1,35.4,3.6,174.9,1.76
station3,15-03-2022 17:39,85.8,8.1,0.5,36.56,5.3,255.5,1.72
station3,15-03-2022 17:59,64.8,6.5,0.5,30.16,5.4,108.3,0.87
station3,15-03-2022 18:19,73.8,7.7,0.9,29.3,3.2,95.7,0.89
station3,15-03-2022 18:39,50.5,8.2,0.6,27.81,5.9,180.8,1.89
station3,15-03-2022 18:59,59.7,9.1,0.3,22.7,5.4,147.9,1.81
station3,15-03-2022 19:19,53.2,6.4,0.3,34.1,5.4,143.1,0.83
station3,15-03-2022 19:39,32.7,7.5,0.8,25.28,4.7,272.5,0.81
station3,15-03-2022 19:59,50.8,6.2,0.7,22.87,3.4,148.2,0.82
station3,15-03-2022 20:19,63.8,9.2,0.5,36.47,2.3,112.6,1.05
station3,15-03-2022 20:39,33.3,9.2,1,37.14,2.3,266.6,1.08
station3,15-03-2022 20:59,59.9,7.3,0.6,24.3,1.9,106.2,1.92
station3,15-03-2022 21:19,79.4,7.7,0.8,27.32,3.7,123.5,1.73
station3,15-03-2022 21:39,45.4,8.7,0.6,29.34,1.6,105.6,1.55
station3,15-03-2022 21:59,44.8,6.9,0.3,31.77,4.7,147.4,1.9
station3,15-03-2022 22:19,48.9,6.7,0.9,38.67,4.9,236.6,1.96
station3,15-03-2022 22:39,33.9,9.1,0.9,32.04,1.8,173.9,1.74
station3,15-03-2022 22:59,46.2,8.8,0.6,27.25,1.4,260.9,1.35
station3,15-03-2022 23:19,90.9,8.9,0.2,26.49,1.2,103.9,1.95
station3,15-03-2022 23:39,79.7,7.4,0.2,25.3,3,126.4,1.65
station3,15-03-2022 23:59,34.9,7.9,0.7,23.05,3.1,116.7,1.7
station3,16-03-2022 00:19,45.7,8.6,0.6,23.83,5.6,170.6,1.71
station3,16-03-2022 00:39,78.2,9.1,0.3,34.18,3.3,234.7,1.13
station3,16-03-2022 00:59,84.4,8.7,0.4,25.05,4.3,176.6,1.55
station3,16-03-2022 01:19,81.2,7.8,0.6,33.06,1.7,146.6,1.69
station3,16-03-2022 01:39,58.5,8.1,0.6,37.66,4.5,178.2,1.31
station3,16-03-2022 01:59,43.2,7.5,0.8,32.83,2.9,208,1.77
station3,16-03-2022 02:19,77.1,7.2,0.8,36.85,1.2,198.4,1.44
station3,16-03-2022 02:39,33,7.3,0.8,22.18,6,173.5,1.35
station3,16-03-2022 02:59,46.1,9.2,0.4,30.34,2.4,107.2,0.93
station3,16-03-2022 03:19,91.1,9.1,0.5,25.9,3,297.2,1.31
station3,16-03-2022 03:39,98.6,9.1,0.2,37.2,1.8,170.8,1.7
station3,16-03-2022 03:59,87.4,8.3,0.9,36.39,5.8,146,0.94
station3,16-03-2022 04:19,47.5,8.2,0.4,26.63,2.8,120.5,1.18
station3,16-03-2022 04:39,91.8,8,0.5,25.28,3.7,170.7,1.23
station3,16-03-2022 04:59,35.5,8.4,0.6,22.95,2.4,133.3,1.39
station3,16-03-2022 05:19,53.1,9,0.3,39.72,2.4,177.1,1.28
station3,16-03-2022 05:39,36.6,7.7,1,26.94,2.6,264.8,1.03
station3,16-03-2022 05:59,89.2,8.8,0.4,21.9,5.5,217,1.52
station3,16-03-2022 06:19,60.2,7.3,0.4,36.5,6,134.6,1.54
station3,16-03-2022 06:39,36.8,7.1,1,27.54,1.9,224.3,0.81
station3,16-03-2022 06:59,54.2,7,0.9,32.67,5.7,125.8,1.94
station3,16-03-2022 07:19,62.5,7.5,0.7,35.09,3.4,296.6,1.5
station3,16-03-2022 07:39,73.2,6.1,0.6,23.97,5.1,156.9,1.01
station3,16-03-2022 07:59,42.5,7.7,0.2,37.83,4.4,192.3,1.39
station3,16-03-2022 08:19,77.7,7.3,0.2,31.58,3.5,113.9,1.28
station3,16-03-2022 08:39,59.8,7.8,0.8,27.46,6.1,103.9,1.33
station3,16-03-2022 08:59,70.8,8.9,0.9,26.02,5.4,249.2,1.37
station3,16-03-2022 09:19,33.9,6.4,0.3,38.3,5.8,182.4,0.9
station3,16-03-2022 09:39,69.5,8.1,0.8,38.13,3.1,153.3,1.37
station3,16-03-2022 09:59,92.7,9,0.5,22.16,2.6,224,1
station3,16-03-2022 10:19,94.9,7.7,0.8,27.74,5.4,187.9,1.39
station3,16-03-2022 10:39,37.7,6.9,0.9,36.45,1,233,1.95
station3,16-03-2022 10:59,95.3,6.6,0.5,21.82,1.2,140.3,1.62
station3,16-03-2022 11:19,95.8,9,0.7,29.15,3.5,146.1,1.65
station3,16-03-2022 11:39,45.8,6.1,0.2,39.09,6,196,1.96
station3,16-03-2022 11:59,71,8.2,0.7,35.56,1.8,204.8,1.98
station3,16-03-2022 12:19,67.7,8.7,1,31.65,1.1,195.7,1.13
station3,16-03-2022 12:39,95.8,7.7,1,33.42,1.6,255.5,1.6
station3,16-03-2022 12:59,84.7,7.9,0.7,35.45,4.7,215.7,1.12
station3,16-03-2022 13:19,58.8,7.4,0.5,29.24,3.8,102.9,0.9
station3,16-03-2022 13:39,52.7,7.1,0.5,35.41,1.4,153.3,1.53
station3,16-03-2022 13:59,66.4,6.1,0.9,23.63,2.1,297.1,1.25
station3,16-03-2022 14:19,41.3,6.1,0.6,39.67,1.5,183.1,1.68
station3,16-03-2022 14:39,64.4,8.1,1,29.64,5.1,213.1,1.59
station3,16-03-2022 14:59,80.2,9.1,0.2,23.31,4.7,264.7,0.86
station3,16-03-2022 15:19,53.1,8.7,0.2,28.79,5.4,177.9,1.62
station3,16-03-2022 15:39,87.8,6.3,0.3,27.96,2,283.5,1.67
station3,16-03-2022 15:59,78.9,6.1,1,30.49,2.8,208.3,1.46
station3,16-03-2022 16:19,62.3,8.4,0.6,25.07,5.1,226.9,1.57
station3,16-03-2022 16:39,42.6,7.9,0.4,33.46,1.2,111.3,1.71
station3,16-03-2022 16:59,52.6,7.2,0.7,27.39,2.5,240.4,1.77
station3,16-03-2022 17:19,40.2,9.1,0.3,30.29,3,260.2,0.97
station3,16-03-2022 17:39,59.9,9.2,0.7,21.51,2.3,209.7,1.77
station3,16-03-2022 17:59,48.8,8,0.2,38.12,5.5,223.8,1.74
station3,16-03-2022 18:19,33.6,7.6,1,24.17,5.2,199.2,1.28
station3,16-03-2022 18:39,46.8,9.1,0.3,36.2,2.3,260,1.77
station3,16-03-2022 18:59,87,8.5,0.5,26.89,5.2,281.1,1.37
station3,16-03-2022 19:19,88.2,7,0.3,28.84,3.9,286.4,1.54
station3,16-03-2022 19:39,89,8.2,0.3,30.05,4.6,144.4,0.91
station3,16-03-2022 19:59,80.4,7.9,1,38.55,3.8,142.3,0.95
station3,16-03-2022 20:19,66,7.2,0.2,25.12,2.8,238,1.45
station3,16-03-2022 20:39,97.8,8.5,0.9,22.31,4.1,152.3,1.73
station3,16-03-2022 20:59,94.7,9,0.6,30.65,3.4,124.3,1.52
station3,16-03-2022 21:19,74.9,7.4,0.7,38.17,2.6,263.4,1.29
station3,16-03-2022 21:39,59.9,7,0.2,26,5.1,119.9,1.63
station3,16-03-2022 21:59,82.4,7.5,0.2,37.21,1.4,280.7,1.81
station3,16-03-2022 22:19,58,7.5,1,29.52,1.6,131,0.92
station3,16-03-2022 22:39,56.8,9,0.5,33.56,5.2,209.7,1.79
station3,16-03-2022 22:59,66.4,8.3,0.4,32.8,3.4,117.9,1.61
station3,16-03-2022 23:19,38.1,8.1,0.8,23.19,1.2,183.5,1.27
station3,16-03-2022 23:39,65.4,6.4,0.6,31.66,3.6,160.3,1.06
station3,16-03-2022 23:59,90.1,9.1,0.9,23.07,2.2,255.8,0.91
station3,17-03-2022 00:19,49.3,6.9,0.4,27.18,4.2,229.2,1.77
station3,17-03-2022 00:39,45.6,6.2,0.2,21.86,2.4,186.6,1.7
station3,17-03-2022 00:59,85.1,6.8,0.8,33.66,5.9,237.1,1.94
station3,17-03-2022 01:19,52.7,6.1,0.5,34.44,2.2,201.5,1.2
station3,17-03-2022 01:39,92.1,8.1,0.6,27.38,3,114.2,1.9
station3,17-03-2022 01:59,91.6,7.5,0.3,32.1,3.6,91.2,1.38
station3,17-03-2022 02:19,75.8,9.2,0.9,34.54,1.5,170.9,1.86
station3,17-03-2022 02:39,76.3,7,1,37.02,2.7,113.7,1.68
station3,17-03-2022 02:59,81.4,6.8,0.8,32.79,3.1,160.2,1.77
station3,17-03-2022 03:19,51,7.5,0.5,34.42,4.2,126.9,0.88
station3,17-03-2022 03:39,67,6.6,0.8,33.1,4.4,262.6,1.68
station3,17-03-2022 03:59,71.1,7.6,0.3,21.07,5,219.9,1.17
station3,17-03-2022 04:19,82.2,8.1,0.9,26.87,5.7,254,1.35
station3,17-03-2022 04:39,75.8,8.3,0.6,21.4,5,268.8,1.48
station3,17-03-2022 04:59,56.7,7.8,1,35.94,4,102.1,1.82
station3,17-03-2022 05:19,98.3,8.9,0.4,31.16,5,223.3,1.11
station3,17-03-2022 05:39,53.2,8.8,0.7,31.35,5.1,287.1,1.28
station3,17-03-2022 05:59,55.1,8.9,0.3,21.75,1.7,231.6,0.82
station3,17-03-2022 06:19,46.8,7.2,0.9,24.39,5.8,255,0.9
station3,17-03-2022 06:39,95,8.9,0.8,24,2.3,278.1,1.87
station3,17-03-2022 06:59,62.2,8.6,0.8,21.71,2.7,185.8,0.96
station3,17-03-2022 07:19,88.5,6.7,0.9,30.64,5.1,205.8,1.25
station3,17-03-2022 07:39,44.4,8.2,0.8,23.65,2.4,103.4,1.68
station3,17-03-2022 07:59,67.8,7,0.3,25.89,1.2,250.1,0.84
station3,17-03-2022 08:19,33.9,7.6,0.9,25.28,2.3,126.8,1.68
station3,17-03-2022 08:39,34,7.7,0.3,26.02,5.8,232.1,1.43
station3,17-03-2022 08:59,71.8,9.2,0.9,31.23,1.5,164,1.02
station3,17-03-2022 09:19,99.2,9.1,0.3,23.56,1.4,108.3,1.74
station3,17-03-2022 09:39,84.3,8.8,0.9,36.33,2.2,278.5,0.98
station3,17-03-2022 09:59,37,8.7,0.2,39.7,5.8,114.8,1.23
station3,17-03-2022 10:19,90,8.8,0.2,23.06,3.4,181.2,0.95
station3,17-03-2022 10:39,33.3,6.3,0.6,34.47,1.2,99.8,1.99
station3,17-03-2022 10:59,40.8,8.2,0.8,27.98,3.8,224.6,1.36
station3,17-03-2022 11:19,55.8,6.9,0.8,32.77,1.7,253,1.39
station3,17-03-2022 11:39,69.9,7.3,0.5,22,4.2,201,0.84
station3,17-03-2022 11:59,56,7.1,0.8,25.49,4.6,92.9,1.85
station3,17-03-2022 12:19,31.7,6.5,0.5,22.02,5.9,290.8,1.31
station3,17-03-2022 12:39,65.1,6.8,0.2,22.23,2.2,126.1,1.87
station3,17-03-2022 12:59,36.6,9.2,0.3,31.97,5.8,245,1.05
station3,17-03-2022 13:19,96.6,7.2,0.8,38.09,2.4,267.6,1.01
station3,17-03-2022 13:39,69.8,6.7,0.7,30.9,4.5,191.5,0.87
station3,17-03-2022 13:59,65.4,6.1,0.2,31.36,1.3,187.3,0.98
station3,17-03-2022 14:19,42.2,7.8,1,29.22,2.8,295.6,1.98
station3,17-03-2022 14:39,71,8.5,0.5,31.23,6.1,150.3,1.74
station3,17-03-2022 14:59,31.3,9.1,0.6,37.62,1,214.7,1.9
station3,17-03-2022 15:19,97.5,8.9,0.2,29.31,5.8,298.1,1.23
station3,17-03-2022 15:39,31.6,6.9,0.7,36.78,4.9,198.2,1.47
station3,17-03-2022 15:59,55.4,8.7,0.7,32.69,5.5,182.2,1.07
station3,17-03-2022 16:19,92.5,6.1,0.9,23.87,5,154.7,1.57
station3,17-03-2022 16:39,66.1,7,1,36.21,6,121.3,1.7
station3,17-03-2022 16:59,74.5,8.3,0.9,36.28,3.7,154.6,1.35
station3,17-03-2022 17:19,97.1,8.4,0.3,38.17,4.4,279.4,1.1
station3,17-03-2022 17:39,34.1,6.6,0.7,24.39,6,273.9,1.54
station3,17-03-2022 17:59,42.8,6.6,0.2,21.25,1.7,289.8,1.81
station3,17-03-2022 18:19,89,9.2,0.9,22.66,5.4,273.5,1.22
station3,17-03-2022 18:39,32.4,7.2,0.6,34.51,2.6,242.4,1.28
station3,17-03-2022 18:59,44.2,6.8,0.9,32.93,6.2,208.5,0.89
station3,17-03-2022 19:19,63,7.4,0.3,21.18,3,248.9,1.76
station3,17-03-2022 19:39,63.9,7.3,0.6,29.1,1.7,111.4,1.37
station3,17-03-2022 19:59,71.7,8.8,0.6,38.63,1.2,100,1.88
station3,17-03-2022 20:19,48.2,8,0.2,28.97,6.2,266.1,0.82
station3,17-03-2022 20:39,33.9,7.2,0.5,30.56,6.1,143.7,1.79
station3,17-03-2022 20:59,42.9,8.5,0.5,32.22,6.2,185.5,1.36
station3,17-03-2022 21:19,50.9,7,0.6,29.58,2.2,260.5,1.72
station3,17-03-2022 21:39,88.5,6.3,0.3,35.82,3.1,249.5,1.17
station3,17-03-2022 21:59,48.6,7.7,0.7,38.25,6,166.1,1.29
station3,17-03-2022 22:19,45.1,8.8,0.4,39.99,1.8,299.5,1.35
station3,17-03-2022 22:39,58.7,8.6,0.5,26.01,4.3,244.6,1.94
station3,17-03-2022 22:59,44.1,8.9,0.5,37.17,4.4,281.6,1.31
station3,17-03-2022 23:19,74.9,8.1,0.6,32.56,3.4,95.3,1.15
station3,17-03-2022 23:39,93.7,7.6,0.6,24.88,5.8,288.9,0.84
station3,17-03-2022 23:59,55.7,6.8,0.5,35.25,2.2,109.4,1.42
station3,18-03-2022 00:19,86.8,7,0.5,27.94,4.2,286.4,1.36
station3,18-03-2022 00:39,97,8.2,0.3,36.51,1.8,279.4,1.52
station3,18-03-2022 00:59,85.9,7.9,0.8,30.84,5.2,225.8,1.41
station3,18-03-2022 01:19,69.1,6.8,0.3,38.48,5.8,143.9,1.48
station3,18-03-2022 01:39,74.3,6.2,0.8,36.54,2.1,243.9,1.13
station3,18-03-2022 01:59,92,8.3,0.4,29.77,4.8,123.4,1.04
station3,18-03-2022 02:19,56.3,7.8,0.4,35.52,3.5,142.4,1.96
station3,18-03-2022 02:39,52.1,8.6,0.9,23.44,2.3,261.6,1.68
station3,18-03-2022 02:59,84.8,6.9,0.5,25.7,3.8,111.4,1.45
station3,18-03-2022 03:19,99.7,7.5,0.7,37.8,2.9,123.7,0.88
station3,18-03-2022 03:39,63,6.6,1,28.77,1.5,174.9,1.81
station3,18-03-2022 03:59,97.2,7.6,0.7,31.83,3.7,273.5,1.17
station3,18-03-2022 04:19,59.9,6.2,0.7,26.01,4.6,237.8,1.35
station3,18-03-2022 04:39,59.3,6.5,0.7,33.5,3.4,161.9,1.51
station3,18-03-2022 04:59,68.3,8.7,0.7,23.37,1.4,234.9,0.84
station3,18-03-2022 05:19,82.4,6.6,0.2,39.84,2.4,155.4,1.7
station3,18-03-2022 05:39,77.3,8.9,0.3,23.1,1.7,177.6,1.77
station3,18-03-2022 05:59,77.8,8.2,0.7,35.09,5.7,133.3,0.96
station3,18-03-2022 06:19,46.2,6.6,1,24.04,2.8,167,1.53
station3,18-03-2022 06:39,68.8,7.5,0.2,24.01,1.7,133.4,1.24
station3,18-03-2022 06:59,62.3,6.8,0.7,33.55,4,299.3,1.61
station3,18-03-2022 07:19,81.3,7.9,0.4,32.7,5.6,153.2,1.55
station3,18-03-2022 07:39,36.1,6.2,0.5,37.15,2.4,105.3,1.71
station3,18-03-2022 07:59,32.5,8.3,0.9,29.1,2.5,147.4,1.21
station3,18-03-2022 08:19,38.8,7.1,0.6,32.85,5.7,236.3,1.84
station3,18-03-2022 08:39,64.7,8,0.6,25.26,3.3,214.6,2
station3,18-03-2022 08:59,60.8,7.1,0.5,30.78,4.4,287.7,1.19
station3,18-03-2022 09:19,81.1,8,0.6,21.67,4.9,277,0.99
station3,18-03-2022 09:39,64.3,7.2,0.5,21.7,2.3,241.9,1.91
station3,18-03-2022 09:59,45.3,9,0.9,26.64,2.6,202.2,1.58
station3,18-03-2022 10:19,50.3,7.1,0.3,25.4,5.1,177.7,0.88
station3,18-03-2022 10:39,36.5,8.6,0.5,38.07,6,164.1,1.16
station3,18-03-2022 10:59,86.7,7.9,0.4,26.73,2.8,290.7,1.6
station3,18-03-2022 11:19,53,8.5,1,25.96,1.9,267.7,1.98
station3,18-03-2022 11:39,99.7,8.6,0.4,22.98,4.9,212.5,1.32
station3,18-03-2022 11:59,33.9,7.7,0.5,28.61,5.6,252,1.62
station3,18-03-2022 12:19,95.9,7.5,0.9,21.14,3.2,186.6,1.36
station3,18-03-2022 12:39,89.6,8.6,1,33.54,1.8,144.4,1.93
station3,18-03-2022 12:59,59.9,9.1,0.6,22.71,5.6,266.1,1.48
station3,18-03-2022 13:19,90.2,7.1,1,35.07,2.1,94.5,0.82
station3,18-03-2022 13:39,35.7,7.2,1,35.89,6,208.6,1.1
station3,18-03-2022 13:59,68.6,8.3,0.5,25.17,6.1,213.2,0.99
station3,18-03-2022 14:19,94,8.4,0.4,39.19,6.1,135.9,0.97
station3,18-03-2022 14:39,82.2,9,0.5,21.56,5.1,108.6,1.77
station3,18-03-2022 14:59,93.7,6.8,0.5,34.59,2.5,187.2,1.07
station3,18-03-2022 15:19,74.3,6.9,0.4,28.94,5.5,138.3,1.66
station3,18-03-2022 15:39,82,8.4,0.3,28.49,5.3,98.5,1.76
station3,18-03-2022 15:59,61,9,0.5,36.57,3.1,181.6,1.21
station3,18-03-2022 16:19,74.1,8.9,0.9,29.35,1.5,291.5,1.56
station3,18-03-2022 16:39,66,6.8,0.6,26.27,4.3,129.9,1.65
station3,18-03-2022 16:59,68.9,6.5,0.4,38.64,2.2,278.9,1.72
station3,18-03-2022 17:19,46.3,8.6,0.3,21.52,2.1,256.8,1.56
station3,18-03-2022 17:39,88.7,7.7,1,38.18,3.8,142.1,1.05
station3,18-03-2022 17:59,78.8,8,0.3,33.19,6.1,194.5,1.13
station3,18-03-2022 18:19,93.5,8.8,0.9,25.59,1.8,161.1,1.44
station3,18-03-2022 18:39,43.6,7.5,0.7,38.01,3.7,229.4,0.9
station3,18-03-2022 18:59,66.8,6.3,0.4,37.81,2.1,174.4,1.7
station3,18-03-2022 19:19,52.5,8,0.7,22.59,5.8,272,1.66
station3,18-03-2022 19:39,52.8,6.5,1,23.28,5.6,244.6,1.1
station3,18-03-2022 19:59,55.4,8.8,0.8,23.47,1.7,270.3,1.32
station3,18-03-2022 20:19,57.8,6.8,0.6,21.26,1.7,199,1.82
station3,18-03-2022 20:39,32.4,8.3,0.3,29.11,1.2,98.6,1.67
station3,18-03-2022 20:59,57.8,9,0.3,31.34,4.8,114.5,1.93
station3,18-03-2022 21:19,64.8,7,0.2,29.82,1.9,250.8,1.93
station3,18-03-2022 21:39,54.8,9.1,0.9,23.97,4.6,151,1.42
station3,18-03-2022 21:59,74.8,6.2,1,28.14,1.9,93.8,1.17
station3,18-03-2022 22:19,35.5,7.6,1,34.96,4.9,91.3,1.52
station3,18-03-2022 22:39,98.6,6.8,1,31.67,2.6,101.5,1.44
station3,18-03-2022 22:59,67.7,7.1,0.2,24.96,3.1,124.2,1.96
station3,18-03-2022 23:19,70.6,7.6,0.9,38.48,1.3,253.9,1.54
station3,18-03-2022 23:39,78.2,6.2,0.8,33.1,3.9,167.5,1.16
station3,18-03-2022 23:59,84.1,8.6,1,32.01,1.7,136.8,1.44
station3,19-03-2022 00:19,90.3,7.5,0.3,31.25,2.4,274.8,1.63
station3,19-03-2022 00:39,56.8,7.1,0.3,34.26,1.9,194.7,0.9
station3,19-03-2022 00:59,63.7,7.9,0.9,29.49,2.4,178.3,1.72
station3,19-03-2022 01:19,70.1,8.3,0.8,28.05,3.1,194.3,0.83
station3,19-03-2022 01:39,89.4,8.2,0.7,32.42,1,281.6,0.86
station3,19-03-2022 01:59,80.6,8.9,0.4,32.21,5.8,121.8,1.05
station3,19-03-2022 02:19,92.1,8.9,0.5,26.89,5.2,220.7,1.88
station3,19-03-2022 02:39,66.9,8.8,1,26.9,5.9,112.9,1.13
station3,19-03-2022 02:59,87.4,8.3,1,29.74,1.1,138,1.67
station3,19-03-2022 03:19,63.6,8.8,1,26.18,5.1,157.4,1.55
station3,19-03-2022 03:39,91.3,6.8,0.9,38.44,5.5,104.8,1.08
station3,19-03-2022 03:59,73.1,9.2,0.6,33.93,5.6,248,1.59
station3,19-03-2022 04:19,39.6,7.5,0.7,28.88,5,91.7,1.88
station3,19-03-2022 04:39,62.1,7.2,1,38.67,2.6,252.9,0.81
station3,19-03-2022 04:59,79.8,7.7,0.2,25.32,4.6,125.8,1.81
station3,19-03-2022 05:19,93.2,7.6,0.7,26.3,3.4,122.8,1.84
station3,19-03-2022 05:39,72.5,7.5,0.5,36.71,3.7,255.8,1.16
station3,19-03-2022 05:59,55.3,9.2,1,31.19,4.1,290.3,1.81
station3,19-03-2022 06:19,62.5,6.2,1,23.19,5.5,94.2,1.12
station3,19-03-2022 06:39,35.9,7.8,0.7,24.51,3.9,124.7,2
station3,19-03-2022 06:59,83.5,7.4,0.4,32.17,3.5,158.2,1.03
station3,19-03-2022 07:19,73.3,9,0.9,33.94,3.4,206.2,1.68
station3,19-03-2022 07:39,44.6,9,0.8,24.31,1.1,232.1,1.95
station3,19-03-2022 07:59,64.5,6.1,0.6,33.66,2.6,174.7,1.2
station3,19-03-2022 08:19,81.1,7.7,0.7,38.21,5.6,265,0.89
station3,19-03-2022 08:39,53.2,8.7,0.6,32.56,3.9,98.4,1.6
station3,19-03-2022 08:59,39.5,8,0.7,29.53,3.4,247.4,0.8
station3,19-03-2022 09:19,91.1,8.2,0.2,24.71,2.7,142.8,1.04
station3,19-03-2022 09:39,91.4,9.2,0.4,23.06,4.5,257.5,1.32
station3,19-03-2022 09:59,98.4,7.3,0.4,21.69,1.2,219.6,1.29
station3,19-03-2022 10:19,95.1,9.2,0.7,35.16,3.6,190.6,0.95
station3,19-03-2022 10:39,99.5,7,0.5,39.51,6.1,94.3,1.24
station3,19-03-2022 10:59,84,8.5,0.9,27.44,3.4,165.6,1.96
station3,19-03-2022 11:19,73.8,6.3,0.2,39.53,6.1,189.6,1.7
station3,19-03-2022 11:39,31.4,6.9,0.5,25.43,5.7,136.9,1.48
station3,19-03-2022 11:59,85.2,6.2,0.6,32.42,1.7,261.7,1.67
station3,19-03-2022 12:19,43.3,7.8,0.5,36.3,5.3,102.1,1.4
station3,19-03-2022 12:39,51.8,9,0.8,30.14,4.1,126.8,1.75
station3,19-03-2022 12:59,96.8,8.5,0.3,28.27,5.6,140,1.77
station3,19-03-2022 13:19,43.5,6.2,1,39.79,5.3,244.5,1.09
station3,19-03-2022 13:39,39.2,7.8,0.6,35.95,4.1,187.6,1.75
station3,19-03-2022 13:59,97.2,7.5,0.5,33.09,3.1,230.8,1.63
station3,19-03-2022 14:19,96.3,8.1,0.3,31.06,2.4,222.6,1.96
station3,19-03-2022 14:39,60.3,8.1,0.8,28.64,2.7,156.1,0.87
station3,19-03-2022 14:59,80.8,7,0.5,25.15,1.1,139.9,1.39
station3,19-03-2022 15:19,78,6.1,0.3,23.52,2.6,134,1.12
station3,19-03-2022 15:39,37.4,6.7,0.4,29.27,2.4,219.6,1.04
station3,19-03-2022 15:59,87.7,6.1,0.4,33.1,1.3,235.9,1.43
station3,19-03-2022 16:19,37.1,7.6,0.9,21.32,3.1,177.8,1.46
station3,19-03-2022 16:39,83,8.9,0.6,25.04,4.5,121.1,1.1
station3,19-03-2022 16:59,85.9,7.8,0.4,31.37,3.2,136.6,1.06
station3,19-03-2022 17:19,63.5,7.7,0.5,23.59,5.3,240.1,1.35
station3,19-03-2022 17:39,76.7,6.3,0.3,30.27,4,263.3,0.87
station3,19-03-2022 17:59,70.8,7.8,0.8,39.83,3.9,246.1,1.27
station3,19-03-2022 18:19,39.9,7.5,0.2,24.21,4.6,154,1.36
station3,19-03-2022 18:39,56.9,6.7,0.4,29.58,3.3,234.5,0.98
station3,19-03-2022 18:59,55.3,8.2,0.6,22.61,4.3,92.7,1.05
station3,19-03-2022 19:19,45.7,6.3,0.7,28.95,3.2,246.3,1.96
station3,19-03-2022 19:39,69.6,8.4,0.3,25.41,4.9,176.2,1.74
station3,19-03-2022 19:59,80.5,6.8,0.5,24.88,1.9,221.3,1.12
station3,19-03-2022 20:19,56.1,8.5,0.8,35.18,5.4,269.6,1.38
station3,19-03-2022 20:39,51.7,7.2,0.7,26.06,3.1,288.4,0.92
station3,19-03-2022 20:59,39.6,8.1,0.8,35.86,4.8,185,1.88
station3,19-03-2022 21:19,75.3,8,0.7,33.4,4.1,150.6,1.55
station3,19-03-2022 21:39,83.7,8.5,0.6,30.29,5.7,121.1,1.62
station3,19-03-2022 21:59,83.7,8.3,0.3,25.46,2.4,241.6,1.26
station3,19-03-2022 22:19,50.5,8.3,0.2,27.85,3.9,130.5,1.42
station3,19-03-2022 22:39,87,6.9,0.5,28.27,6,193.2,1.83
station3,19-03-2022 22:59,46.2,7,0.9,28.22,5.8,239.3,1.81
station3,19-03-2022 23:19,67.5,6.7,0.4,36.87,1.2,252.9,1.4
station3,19-03-2022 23:39,50.9,6.8,0.2,23.09,1.1,288.1,1.12
station3,19-03-2022 23:59,99.3,8.7,1,27.01,2.6,170,1.18
station3,20-03-2022 00:19,45.4,7.7,0.8,25.29,1.5,277.7,0.92
station3,20-03-2022 00:39,98.1,7.5,0.3,23.81,3.2,141.5,1.46
station3,20-03-2022 00:59,91,7.4,1,34.77,4.8,106.6,1
station3,20-03-2022 01:19,99,6.8,0.3,28.72,3.7,233.7,1.12
station3,20-03-2022 01:39,66.1,7.6,0.2,33.28,1.2,212.1,1.18
station3,20-03-2022 01:59,84.3,6.1,0.8,36.52,5.9,121.9,1.44
station3,20-03-2022 02:19,65.3,8.7,1,29.38,3.9,255.9,1.22
station3,20-03-2022 02:39,81,9.2,0.6,21.36,3.6,173.8,0.91
station3,20-03-2022 02:59,87.8,6.1,0.7,35.08,3.6,267.1,1.5
station3,20-03-2022 03:19,96.4,9.1,1,38.13,2.2,199.8,1.73
station3,20-03-2022 03:39,76.4,8.4,0.9,25.7,5.8,152.6,1.36
station3,20-03-2022 03:59,81.3,6.7,0.8,25.39,5.8,180.3,1.06
station3,20-03-2022 04:19,70.3,7.7,0.3,22.35,5.8,106.2,1.99
station3,20-03-2022 04:39,56.6,7.6,0.4,37.26,6.2,106.6,1.93
station3,20-03-2022 04:59,37.3,9.2,0.5,28.71,1.1,142.5,0.86
station3,20-03-2022 05:19,52.1,6.7,0.9,22.71,4.1,200.3,1.25
